area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,area_title,own_title,industry_title,agglvl_title,size_title,qtrly_estabs_count,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,taxable_qtrly_wages,qtrly_contributions,avg_wkly_wage,lq_disclosure_code,lq_qtrly_estabs_count,lq_month1_emplvl,lq_month2_emplvl,lq_month3_emplvl,lq_total_qtrly_wages,lq_taxable_qtrly_wages,lq_qtrly_contributions,lq_avg_wkly_wage,oty_disclosure_code,oty_qtrly_estabs_count_chg,oty_qtrly_estabs_count_pct_chg,oty_month1_emplvl_chg,oty_month1_emplvl_pct_chg,oty_month2_emplvl_chg,oty_month2_emplvl_pct_chg,oty_month3_emplvl_chg,oty_month3_emplvl_pct_chg,oty_total_qtrly_wages_chg,oty_total_qtrly_wages_pct_chg,oty_taxable_qtrly_wages_chg,oty_taxable_qtrly_wages_pct_chg,oty_qtrly_contributions_chg,oty_qtrly_contributions_pct_chg,oty_avg_wkly_wage_chg,oty_avg_wkly_wage_pct_chg
48429,0,10,70,0,2017,3,,"Stephens County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,306,3142,3160,3198,28075741,2942429,78476,682,,1,1,1,1,1,1,1,1,,-10,-3.2,34,1.1,77,2.5,68,2.2,670711,2.4,100273,3.5,22638,40.5,4,0.6
48431,0,10,70,0,2017,3,,"Sterling County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,97,541,538,529,5577975,412929,6929,801,,1,1,1,1,1,1,1,1,,-4,-4,-41,-7,-48,-8.2,-34,-6,-73586,-1.3,-49320,-10.7,1571,29.3,48,6.4
48433,0,10,70,0,2017,3,,"Stonewall County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,85,520,524,509,4994671,333697,12813,742,,1,1,1,1,1,1,1,1,,1,1.2,-3,-0.6,1,0.2,6,1.2,427504,9.4,-31470,-8.6,4333,51.1,62,9.1
48435,0,10,70,0,2017,3,,"Sutton County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,193,1916,1905,1891,29740905,1947446,67199,1202,,1,1,1,1,1,1,1,1,,2,1,18,0.9,8,0.4,32,1.7,3072308,11.5,410269,26.7,37299,124.7,114,10.5
48437,0,10,70,0,2017,3,,"Swisher County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,212,1937,1916,1901,15896578,1139424,18367,638,,1,1,1,1,1,1,1,1,,-6,-2.8,43,2.3,-28,-1.4,-53,-2.7,-193879,-1.2,-393487,-25.7,-7883,-30,-3,-0.5
48439,0,10,70,0,2017,3,,"Tarrant County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,43177,869774,875949,877755,11373410073,885291854,18835859,1000,,1,1,1,1,1,1,1,1,,1038,2.5,16128,1.9,19702,2.3,15822,1.8,-94801716,-0.8,-29729879,-3.2,1258716,7.2,-29,-2.8
48441,0,10,70,0,2017,3,,"Taylor County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,3624,60081,60573,61045,607816308,58310167,1143244,772,,1,1,1,1,1,1,1,1,,-25,-0.7,231,0.4,697,1.2,577,1,8956699,1.5,1283530,2.3,222396,24.2,5,0.7
48443,0,10,70,0,2017,3,,"Terrell County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,51,284,271,280,2986734,238928,4939,825,,1,1,1,1,1,1,1,1,,1,2,-18,-6,-22,-7.5,-18,-6,-240229,-7.4,-10617,-4.3,-1414,-22.3,-9,-1.1
48445,0,10,70,0,2017,3,,"Terry County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,397,3851,3800,3758,43207391,3499565,93773,874,,1,1,1,1,1,1,1,1,,-22,-5.3,-121,-3,-190,-4.8,-165,-4.2,2656264,6.6,-388337,-10,24097,34.6,87,11.1
48447,0,10,70,0,2017,3,,"Throckmorton County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,77,439,438,422,3088136,248488,3248,549,,1,1,1,1,1,1,1,1,,2,2.7,-53,-10.8,-58,-11.7,-69,-14.1,-954565,-23.6,-90063,-26.6,-124,-3.7,-82,-13
48449,0,10,70,0,2017,3,,"Titus County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,765,15777,15882,15874,143647514,15573893,253026,697,,1,1,1,1,1,1,1,1,,39,5.4,310,2,304,2,242,1.5,-896469,-0.6,-76889,-0.5,-4853,-1.9,-18,-2.5
48451,0,10,70,0,2017,3,,"Tom Green County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,2908,47302,47223,47287,467956464,45965794,910525,762,,1,1,1,1,1,1,1,1,,-52,-1.8,422,0.9,510,1.1,709,1.5,-552290,-0.1,2090974,4.8,298306,48.7,-9,-1.2
48453,0,10,70,0,2017,3,,"Travis County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,40624,724209,725435,727953,11214550610,718819997,15667601,1188,,1,1,1,1,1,1,1,1,,1325,3.4,19387,2.8,18446,2.6,16548,2.3,414155915,3.8,-20274117,-2.7,673638,4.5,14,1.2
48455,0,10,70,0,2017,3,,"Trinity County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,219,2336,2294,2262,19407375,2081566,32536,650,,1,1,1,1,1,1,1,1,,6,2.8,-45,-1.9,-55,-2.3,-103,-4.4,-913820,-4.5,-73966,-3.4,1194,3.8,-11,-1.7
48457,0,10,70,0,2017,3,,"Tyler County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,315,3700,3658,3646,31800516,2403520,43873,667,,1,1,1,1,1,1,1,1,,3,1,-180,-4.6,-220,-5.7,-199,-5.2,-2251996,-6.6,-245179,-9.3,2457,5.9,-10,-1.5
48459,0,10,70,0,2017,3,,"Upshur County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,550,6589,6595,6687,58130568,6301214,139720,675,,1,1,1,1,1,1,1,1,,-5,-0.9,-106,-1.6,-90,-1.3,22,0.3,-1750546,-2.9,-511451,-7.5,21763,18.4,-14,-2
48461,0,10,70,0,2017,3,,"Upton County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,105,1573,1539,1522,26007736,1291339,39964,1295,,1,1,1,1,1,1,1,1,,-1,-0.9,30,1.9,5,0.3,14,0.9,4429243,20.5,363458,39.2,25319,172.9,209,19.2
48463,0,10,70,0,2017,3,,"Uvalde County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,716,10210,10171,9904,82309803,10183932,179263,627,,1,1,1,1,1,1,1,1,,-21,-2.8,22,0.2,-22,-0.2,-181,-1.8,-2140684,-2.5,-575236,-5.3,-879,-0.5,-13,-2
48465,0,10,70,0,2017,3,,"Val Verde County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,898,16995,17275,17427,156120241,14585003,262168,697,,1,1,1,1,1,1,1,1,,-8,-0.9,-130,-0.8,147,0.9,37,0.2,-3235880,-2,-584698,-3.9,-21191,-7.5,-15,-2.1
48467,0,10,70,0,2017,3,,"Van Zandt County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,978,11219,11112,10920,90807624,11353293,205076,630,,1,1,1,1,1,1,1,1,,29,3.1,374,3.4,217,2,192,1.8,-105688,-0.1,321028,2.9,56390,37.9,-16,-2.5
48469,0,10,70,0,2017,3,,"Victoria County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,2506,38166,38258,37841,417451033,36478792,916468,843,,1,1,1,1,1,1,1,1,,-4,-0.2,-788,-2,-764,-2,-1330,-3.4,-13629404,-3.2,-2501565,-6.4,159161,21,-6,-0.7
48471,0,10,70,0,2017,3,,"Walker County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,1087,23740,24088,24449,236790997,14430413,246829,756,,1,1,1,1,1,1,1,1,,19,1.8,-497,-2.1,-447,-1.8,-467,-1.9,-2306446,-1,723337,5.3,51034,26.1,7,0.9
48473,0,10,70,0,2017,3,,"Waller County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,848,15349,15626,15813,171233583,14065627,413657,845,,1,1,1,1,1,1,1,1,,29,3.5,-33,-0.2,235,1.5,-127,-0.8,-2624359,-1.5,546024,4,177552,75.2,-14,-1.6
48475,0,10,70,0,2017,3,,"Ward County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,361,4486,4564,4595,64280523,6473173,167565,1087,,1,1,1,1,1,1,1,1,,6,1.7,145,3.3,211,4.8,179,4.1,7392575,13,1109318,20.7,64690,62.9,86,8.6
48477,0,10,70,0,2017,3,,"Washington County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,954,14705,14609,14676,142181492,12459001,259764,746,,1,1,1,1,1,1,1,1,,11,1.2,51,0.3,-22,-0.2,-128,-0.9,500170,0.4,286505,2.4,74901,40.5,4,0.5
48479,0,10,70,0,2017,3,,"Webb County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,5393,98696,100100,100130,871117123,100922019,1841821,672,,1,1,1,1,1,1,1,1,,92,1.7,115,0.1,1216,1.2,953,1,-2889147,-0.3,-2898422,-2.8,223037,13.8,-8,-1.2
48481,0,10,70,0,2017,3,,"Wharton County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,1168,15710,15790,15648,149670659,15209574,283350,733,,1,1,1,1,1,1,1,1,,18,1.6,215,1.4,385,2.5,184,1.2,5176174,3.6,1252630,9,79731,39.2,14,1.9
48483,0,10,70,0,2017,3,,"Wheeler County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,222,2020,2021,2000,19617249,2591786,39955,749,,1,1,1,1,1,1,1,1,,-10,-4.3,-81,-3.9,-29,-1.4,6,0.3,1080293,5.8,574787,28.5,11911,42.5,53,7.6
48485,0,10,70,0,2017,3,,"Wichita County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,3235,53806,53739,53833,513654817,46485255,860614,735,,1,1,1,1,1,1,1,1,,31,1,503,0.9,719,1.4,1014,1.9,-5103985,-1,555493,1.2,98192,12.9,-17,-2.3
48487,0,10,70,0,2017,3,,"Wilbarger County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,341,5809,5741,5798,52220373,3871628,66704,695,,1,1,1,1,1,1,1,1,,-5,-1.4,-112,-1.9,-206,-3.5,-129,-2.2,-646986,-1.2,-28649,-0.7,6748,11.3,9,1.3
48489,0,10,70,0,2017,3,,"Willacy County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,313,3292,3450,3456,29389143,3385442,109382,665,,1,1,1,1,1,1,1,1,,-2,-0.6,-154,-4.5,-22,-0.6,-70,-2,22896,0.1,293114,9.5,23566,27.5,16,2.5
48491,0,10,70,0,2017,3,,"Williamson County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,10727,164302,165064,164589,2162341704,173631342,3437700,1010,,1,1,1,1,1,1,1,1,,570,5.6,5851,3.7,6502,4.1,6028,3.8,83341959,4,519351,0.3,239769,7.5,1,0.1
48493,0,10,70,0,2017,3,,"Wilson County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,727,8008,8091,8135,73708829,8490689,141918,702,,1,1,1,1,1,1,1,1,,11,1.5,437,5.8,403,5.2,483,6.3,5206459,7.6,824318,10.8,27806,24.4,12,1.7
48495,0,10,70,0,2017,3,,"Winkler County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,206,2709,2721,2745,39647348,3737576,111512,1119,,1,1,1,1,1,1,1,1,,10,5.1,275,11.3,302,12.5,358,15,7343703,22.7,1480073,65.6,65837,144.1,89,8.6
48497,0,10,70,0,2017,3,,"Wise County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,1370,19132,19206,19403,208806053,19599675,515522,835,,1,1,1,1,1,1,1,1,,18,1.3,164,0.9,139,0.7,231,1.2,4379677,2.1,379447,2,149816,41,10,1.2
48499,0,10,70,0,2017,3,,"Wood County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,882,9884,9905,9962,88151179,9532497,165434,684,,1,1,1,1,1,1,1,1,,26,3,95,1,123,1.3,76,0.8,655320,0.7,563631,6.3,28779,21.1,-1,-0.1
48501,0,10,70,0,2017,3,,"Yoakum County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,295,3846,3831,3831,53362804,4375980,138700,1070,,1,1,1,1,1,1,1,1,,4,1.4,96,2.6,58,1.5,118,3.2,2798037,5.5,877326,25.1,79230,133.2,31,3
48503,0,10,70,0,2017,3,,"Young County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,614,6682,6690,6719,67658995,6814615,145172,777,,1,1,1,1,1,1,1,1,,-23,-3.6,-207,-3,-162,-2.4,-83,-1.2,832106,1.2,-424139,-5.9,25964,21.8,26,3.5
48505,0,10,70,0,2017,3,,"Zapata County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,184,3571,3593,3573,41580107,3325410,153514,894,,1,1,1,1,1,1,1,1,,-6,-3.2,513,16.8,543,17.8,523,17.1,7027879,20.3,981100,41.9,93698,156.6,23,2.6
48507,0,10,70,0,2017,3,,"Zavala County, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,177,2438,2449,2408,20947366,2428949,58478,663,,1,1,1,1,1,1,1,1,,-5,-2.7,-25,-1,-45,-1.8,-118,-4.7,1007775,5.1,-351037,-12.6,-4052,-6.5,48,7.8
48999,0,10,70,0,2017,3,,"Unknown Or Undefined, Texas",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,30258,260412,263561,267750,5204267875,379835572,13696311,1517,,1,1,1,1,1,1,1,1,,2697,9.8,12637,5.1,10408,4.1,10866,4.2,154883589,3.1,-10964335,-2.8,-245676,-1.8,-21,-1.4
49000,0,10,50,0,2017,3,,Utah -- Statewide,Total Covered,"10 Total, all industries","State, Total Covered",All establishment sizes,99824,1423715,1433748,1444088,16377522330,6024707256,38182967,879,,1,1,1,1,1,1,1,1,,3190,3.3,35285,2.5,37810,2.7,36649,2.6,378829149,2.4,156498219,2.7,-4071894,-9.6,-2,-0.2
49001,0,10,70,0,2017,3,,"Beaver County, Utah",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,250,2726,2735,2700,23303887,10826415,62875,659,,1,1,1,1,1,1,1,1,,4,1.6,109,4.2,107,4.1,37,1.4,334914,1.5,321396,3.1,8946,16.6,-11,-1.6
49003,0,10,70,0,2017,3,,"Box Elder County, Utah",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,1371,20492,20819,20696,186953266,86296443,523548,696,,1,1,1,1,1,1,1,1,,63,4.8,373,1.9,378,1.8,345,1.7,-1131822,-0.6,-1035910,-1.2,-77634,-12.9,-17,-2.4
49005,0,10,70,0,2017,3,,"Cache County, Utah",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,3628,52478,52866,55948,488068001,214444389,1086872,698,,1,1,1,1,1,1,1,1,,90,2.5,1451,2.8,1562,3,1969,3.6,16859733,3.6,7864557,3.8,-163665,-13.1,2,0.3
49007,0,10,70,0,2017,3,,"Carbon County, Utah",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,614,7893,7878,8168,76945308,27675187,202574,742,,1,1,1,1,1,1,1,1,,-10,-1.6,-50,-0.6,17,0.2,118,1.5,-4556901,-5.6,-372280,-1.3,-52956,-20.7,-46,-5.8
49009,0,10,70,0,2017,3,,"Daggett County, Utah",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,51,427,419,410,3867952,1397709,26143,711,,1,1,1,1,1,1,1,1,,-1,-1.9,-63,-12.9,-52,-11,-46,-10.1,-147935,-3.7,23109,1.7,-3782,-12.6,57,8.7
49011,0,10,70,0,2017,3,,"Davis County, Utah",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,8426,127192,126894,128058,1350702800,495177257,3146697,816,,1,1,1,1,1,1,1,1,,251,3.1,4922,4,5087,4.2,4908,4,27703178,2.1,15120577,3.1,-334596,-9.6,-15,-1.8
49013,0,10,70,0,2017,3,,"Duchesne County, Utah",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,783,7696,7676,7902,83723102,29000385,377910,830,,1,1,1,1,1,1,1,1,,-16,-2,213,2.8,194,2.6,260,3.4,-1839094,-2.1,1634033,6,120456,46.8,-43,-4.9
49015,0,10,70,0,2017,3,,"Emery County, Utah",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,237,3133,3114,3101,31397844,9362255,126573,775,,1,1,1,1,1,1,1,1,,-2,-0.8,-6,-0.2,15,0.5,58,1.9,-2262451,-6.7,316282,3.5,-6951,-5.2,-62,-7.4
49017,0,10,70,0,2017,3,,"Garfield County, Utah",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,253,2905,2913,2847,21551360,10458109,312267,574,,1,1,1,1,1,1,1,1,,-1,-0.4,142,5.1,219,8.1,196,7.4,920698,4.5,381992,3.8,-36763,-10.5,-13,-2.2
49019,0,10,70,0,2017,3,,"Grand County, Utah",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,562,6215,6179,6089,49483209,28593147,438564,618,,1,1,1,1,1,1,1,1,,11,2,242,4.1,271,4.6,277,4.8,2277235,4.8,2008321,7.6,1399,0.3,2,0.3
49021,0,10,70,0,2017,3,,"Iron County, Utah",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,1559,16967,17160,17840,146919039,64538578,358563,652,,1,1,1,1,1,1,1,1,,62,4.1,676,4.1,679,4.1,683,4,6035702,4.3,2986029,4.9,-77852,-17.8,1,0.2
49023,0,10,70,0,2017,3,,"Juab County, Utah",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,280,3449,3520,3577,30107162,12178440,63988,659,,1,1,1,1,1,1,1,1,,6,2.2,-74,-2.1,-30,-0.8,-115,-3.1,-2412860,-7.4,-473614,-3.7,-31976,-33.3,-38,-5.5
49025,0,10,70,0,2017,3,,"Kane County, Utah",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,323,3812,3811,3667,30023934,16902469,177568,614,,1,1,1,1,1,1,1,1,,3,0.9,90,2.4,77,2.1,113,3.2,547920,1.9,413930,2.5,-8363,-4.5,-4,-0.6
49027,0,10,70,0,2017,3,,"Millard County, Utah",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,393,4896,4833,4897,48041932,16546544,80471,758,,1,1,1,1,1,1,1,1,,13,3.4,243,5.2,237,5.2,255,5.5,754342,1.6,829621,5.3,-5433,-6.3,-28,-3.6
49029,0,10,70,0,2017,3,,"Morgan County, Utah",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,344,2204,2302,2344,22076603,8419950,53470,744,,1,1,1,1,1,1,1,1,,17,5.2,110,5.3,101,4.6,151,6.9,2576951,13.2,1074274,14.6,-2781,-4.9,50,7.2
49031,0,10,70,0,2017,3,,"Piute County, Utah",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,49,268,278,293,1985659,885175,12912,546,,1,1,1,1,1,1,1,1,,1,2.1,22,8.9,21,8.2,24,8.9,243935,14,184052,26.3,6118,90.1,25,4.8
49033,0,10,70,0,2017,3,,"Rich County, Utah",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,134,1182,1122,970,6702454,4114188,30632,472,,1,1,1,1,1,1,1,1,,6,4.7,61,5.4,33,3,66,7.3,185096,2.8,243403,6.3,-1753,-5.4,-11,-2.3
49035,0,10,70,0,2017,3,,"Salt Lake County, Utah",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,44674,681444,685307,687991,8844899787,2983672007,18910022,993,,1,1,1,1,1,1,1,1,,1180,2.7,11709,1.7,13267,2,12067,1.8,168355303,1.9,65292846,2.2,-2109129,-10,1,0.1
49037,0,10,70,0,2017,3,,"San Juan County, Utah",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,341,4111,4350,4321,36412287,12963739,178828,657,,1,1,1,1,1,1,1,1,,8,2.4,46,1.1,109,2.6,99,2.3,145917,0.4,336162,2.7,-6149,-3.3,-11,-1.6
49039,0,10,70,0,2017,3,,"Sanpete County, Utah",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,627,7332,7365,7745,58797816,22805237,140636,605,,1,1,1,1,1,1,1,1,,22,3.6,13,0.2,11,0.1,163,2.1,-207201,-0.4,-838621,-3.5,-41109,-22.6,-7,-1.1
49041,0,10,70,0,2017,3,,"Sevier County, Utah",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,668,8730,8712,8823,81157641,34273363,225357,713,,1,1,1,1,1,1,1,1,,12,1.8,257,3,255,3,264,3.1,5010405,6.6,1128435,3.4,-47907,-17.5,24,3.5
49043,0,10,70,0,2017,3,,"Summit County, Utah",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,2883,26270,26178,25342,282814715,126632373,1021406,839,,1,1,1,1,1,1,1,1,,125,4.5,473,1.8,365,1.4,327,1.3,10981890,4,3938652,3.2,-162227,-13.7,20,2.4
49045,0,10,70,0,2017,3,,"Tooele County, Utah",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,1121,15648,16082,16785,167232992,62964382,390346,795,,1,1,1,1,1,1,1,1,,39,3.6,-101,-0.6,204,1.3,589,3.6,5699905,3.5,-407054,-0.6,-58585,-13,16,2.1
49047,0,10,70,0,2017,3,,"Uintah County, Utah",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,1237,12683,12619,12604,137922838,52048714,556989,840,,1,1,1,1,1,1,1,1,,-16,-1.3,129,1,93,0.7,147,1.2,7596841,5.8,6290115,13.7,250122,81.5,39,4.9
49049,0,10,70,0,2017,3,,"Utah County, Utah",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,16062,227378,230940,232698,2460732487,964066313,5211631,822,,1,1,1,1,1,1,1,1,,861,5.7,9120,4.2,9610,4.3,9340,4.2,91220694,3.8,36021202,3.9,-618967,-10.6,-3,-0.4
49051,0,10,70,0,2017,3,,"Wasatch County, Utah",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,1096,8857,8989,8921,83377437,37137587,214511,719,,1,1,1,1,1,1,1,1,,83,8.2,466,5.6,564,6.7,423,5,2628162,3.3,1653926,4.7,-32155,-13,-17,-2.3
49053,0,10,70,0,2017,3,,"Washington County, Utah",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,5692,62271,63528,63848,556204343,265835803,1538149,677,,1,1,1,1,1,1,1,1,,240,4.4,2558,4.3,2433,4,2378,3.9,24782457,4.7,6610858,2.6,-248027,-13.9,4,0.6
49055,0,10,70,0,2017,3,,"Wayne County, Utah",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,133,1178,1179,1121,8795759,4405309,87877,584,,1,1,1,1,1,1,1,1,,2,1.5,68,6.1,72,6.5,34,3.1,777202,9.7,550211,14.3,-458,-0.5,24,4.3
49057,0,10,70,0,2017,3,,"Weber County, Utah",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,6033,103878,103980,104382,1057320716,421085789,2625588,781,,1,1,1,1,1,1,1,1,,137,2.3,2086,2,1911,1.9,1519,1.5,15748933,1.5,4401715,1.1,-329717,-11.2,-3,-0.4
50000,0,10,50,0,2017,3,,Vermont -- Statewide,Total Covered,"10 Total, all industries","State, Total Covered",All establishment sizes,25566,308589,310176,310321,3500011683,530884520,18073220,869,,1,1,1,1,1,1,1,1,,386,1.5,28,0,2706,0.9,203,0.1,-35053440,-1,-5796894,-1.1,-2583062,-12.5,-12,-1.4
50001,0,10,70,0,2017,3,,"Addison County, Vermont",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,1434,15668,15427,14992,171161262,25152959,812621,857,,1,1,1,1,1,1,1,1,,52,3.8,204,1.3,217,1.4,-132,-0.9,-7923062,-4.4,-876384,-3.4,-168676,-17.2,-45,-5
50003,0,10,70,0,2017,3,,"Bennington County, Vermont",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,1552,17354,17389,17201,173501851,34244913,1219048,771,,1,1,1,1,1,1,1,1,,21,1.4,131,0.8,332,1.9,-57,-0.3,-3340740,-1.9,-869156,-2.5,-192142,-13.6,-21,-2.7
50005,0,10,70,0,2017,3,,"Caledonia County, Vermont",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,1007,10575,10603,10850,104591595,18449719,665565,754,,1,1,1,1,1,1,1,1,,0,0,17,0.2,-49,-0.5,-63,-0.6,-507490,-0.5,443465,2.5,-84487,-11.3,-1,-0.1
50007,0,10,70,0,2017,3,,"Chittenden County, Vermont",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,6880,103006,102863,102594,1313964395,161518404,4973170,983,,1,1,1,1,1,1,1,1,,131,1.9,730,0.7,735,0.7,338,0.3,-9710668,-0.7,-3506473,-2.1,-925649,-15.7,-13,-1.3
50009,0,10,70,0,2017,3,,"Essex County, Vermont",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,173,1064,1073,1085,9641064,2164248,82224,691,,1,1,1,1,1,1,1,1,,4,2.4,47,4.6,112,11.7,50,4.8,379925,4.1,316250,17.1,6362,8.4,-18,-2.5
50011,0,10,70,0,2017,3,,"Franklin County, Vermont",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,1265,17284,17451,17784,197905176,28823534,923036,870,,1,1,1,1,1,1,1,1,,23,1.9,-395,-2.2,-103,-0.6,-221,-1.2,-2930392,-1.5,-607537,-2.1,-190072,-17.1,-1,-0.1
50013,0,10,70,0,2017,3,,"Grand Isle County, Vermont",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,241,1316,1336,1301,10603273,3518761,143384,619,,1,1,1,1,1,1,1,1,,7,3,-6,-0.5,-18,-1.3,19,1.5,220127,2.1,105696,3.1,-7310,-4.9,14,2.3
50015,0,10,70,0,2017,3,,"Lamoille County, Vermont",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,1135,11849,11894,11900,113918988,29130350,1195265,738,,1,1,1,1,1,1,1,1,,21,1.9,140,1.2,285,2.5,103,0.9,-6998265,-5.8,1149660,4.1,-21334,-1.8,-57,-7.2
50017,0,10,70,0,2017,3,,"Orange County, Vermont",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,858,7402,8006,8076,76458455,15293175,559275,751,,1,1,1,1,1,1,1,1,,-5,-0.6,-394,-5.1,531,7.1,111,1.4,2154780,2.9,449898,3,-32644,-5.5,13,1.8
50019,0,10,70,0,2017,3,,"Orleans County, Vermont",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,945,10881,10823,11050,103390480,22393207,921629,728,,1,1,1,1,1,1,1,1,,12,1.3,273,2.6,302,2.9,297,2.8,4400851,4.4,498121,2.3,-67330,-6.8,11,1.5
50021,0,10,70,0,2017,3,,"Rutland County, Vermont",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,2395,26151,26743,26887,274376050,50474093,1806004,794,,1,1,1,1,1,1,1,1,,24,1,-474,-1.8,77,0.3,-220,-0.8,-573501,-0.2,956018,1.9,-169972,-8.6,5,0.6
50023,0,10,70,0,2017,3,,"Washington County, Vermont",Total Covered,"10 Total, all industries","County, Total Covered",All establishment sizes,2627,32931,33390,33327,402195481,50207519,1698752,931,,1,1,1,1,1,1,1,1,,20,0.8,-104,-0.3,270,0.8,-68,-0.2,-2338596,-0.6,-379491,-0.8,-203025,-10.7,-7,-0.7
