Lon,Lat,City,State,Date,Attendance,Movement,Cause,Description
-80.3036,25.9861,Miramar,FL,2017-12-09,3000,U.S. Politics,Health Care,Rallying against drug use
-81.7948103,26.1420358,Naples,FL,2018-01-20,1300,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-81.3111658,28.495156,Orange County,FL,2017-10-19,1200,Workers & Labor Rights,Living Wages,Rallying for higher wages
-81.4127841856302,28.5479786,Orlando,FL,2017-04-22,2000,U.S. Politics,Scientific Funding,March for Science
-81.4127841856302,28.5479786,Orlando,FL,2018-01-21,2000,Women's Rights,General Awareness,Empower Voters to Support Womens's Rights
-81.4127841856302,28.5479786,Orlando,FL,2017-10-19,1200,Workers & Labor Rights,Living Wages,Protesting Low wages
-80.6429695,28.0331886,Palm Bay,FL,2018-02-21,500,U.S. Politics,Gun Control,Protesting gun violence in the wake of school shooting
-81.20787,29.584452,Palm Beach,FL,2017-02-04,1000,Racial Justice,Immigrant Rights,Against Trump's orders
-81.20787,29.584452,Palm Beach,FL,2018-01-20,619,U.S. Politics,Politician Opposition,Protesting Trump administration; pro-impeachment
-82.7637127,28.0780718,Palm Harbor,FL,2017-04-15,700,U.S. Politics,Politician Opposition,demand Trump tax returns
-80.23727,26.3100794,Parkland,FL,2018-02-15,2000,U.S. Politics,Gun Control,Protesting gun violence in the wake of school shooting
-87.2169149,30.421309,Pensacola,FL,2017-12-08,2000,U.S. Politics,Politician Support,Trump Sponsored Campain Rally for Alabama Republican Senator Roy Moore 
-82.5306527,27.3364347,Sarasota,FL,2017-04-15,2000,U.S. Politics,Politician Opposition,demand Trump tax returns
-82.5306527,27.3364347,Sarasota,FL,2017-04-22,1000,U.S. Politics,Scientific Funding,March for Science
-82.5306527,27.3364347,Sarasota,FL,2018-01-20,12000,Other,Other,March For Democracy
-81.3145395,29.8946952,St. Augustine,FL,2017-04-22,500,U.S. Politics,Scientific Funding,March for Science
-82.6469934,27.77330515,St. Petersburg,FL,2017-04-22,3350,U.S. Politics,Scientific Funding,March for Science
-82.6469934,27.77330515,St. Petersburg,FL,2018-02-17,2000,U.S. Politics,Gun Control,Protesting gun violence in the wake of school shooting
-82.6469934,27.77330515,St. Petersburg,FL,2018-01-21,5000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-84.2809332,30.4380832,Tallahassee,FL,2017-04-22,4000,U.S. Politics,Scientific Funding,March for Science
-84.2809332,30.4380832,Tallahassee,FL,2017-02-04,1500,Racial Justice,Immigrant Rights,against Trump's executive order
-84.2809332,30.4380832,Tallahassee,FL,2018-02-21,5000,U.S. Politics,Gun Control,Protesting gun violence in the wake of school shooting
-84.2809332,30.4380832,Tallahassee,FL,2018-02-26,1200,U.S. Politics,Gun Control,Protesting gun violence in the wake of school shooting
-82.4563972,27.9518491,Tampa,FL,2017-08-13,608,Racial Justice,Anti-Racism,Protesting violence/racism in Charlottesville
-82.4563972,27.9518491,Tampa,FL,2018-02-23,500,U.S. Politics,Gun Control,Protesting gun violence in the wake of school shooting
-80.0533746,26.7153425,West Palm Beach,FL,2017-04-29,500,Environmental & Food Justice,Climate Justice,People's Climate March
-80.0533746,26.7153425,West Palm Beach,FL,2017-02-04,2000,U.S. Politics,Politician Opposition,anti-Trump
-80.0533746,26.7153425,West Palm Beach,FL,2017-06-11,500,LGBTQ+ Rights,Pride,Equality March
-83.3881868,33.9550905,Athens,GA,2017-04-22,600,U.S. Politics,Scientific Funding,March for Science
-84.3901849,33.7490987,Atlanta,GA,2017-04-22,13350,U.S. Politics,Scientific Funding,March for Science
-84.3901849,33.7490987,Atlanta,GA,2017-08-19,2000,Racial Justice,Anti-Racism,"Protesting violence/racism in Charlottesville, Trump"
-84.3901849,33.7490987,Atlanta,GA,2018-02-21,1500,U.S. Politics,Gun Control,Protesting gun violence in the wake of school shooting
-84.3901849,33.7490987,Atlanta,GA,2018-01-20,2000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-84.3901849,33.7490987,Atlanta,GA,2017-10-15,2000,LGBTQ+ Rights,LGBTQ+ Rights,LGBTQ Pride March
-83.9879625,33.9562149,Lawrenceville,GA,2018-01-15,2000,Racial Justice,Anti-Racism,Rallying for racial equality
-81.0912,32.0809,Savannah,GA,2018-01-15,2000,Racial Justice,Anti-Racism,March for racial equality
-81.0912,32.0809,Savannah,GA,2018-01-20,500,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-81.5706,30.7479,St. Mary's,GA,2017-06-24,500,Environmental & Food Justice,Environmental Protection,Oppose further development of Cumberland Island
-155.081635,19.707243,Hilo,HI,2018-01-20,500,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-157.846644178573,21.3250785,Honolulu,HI,2017-04-29,2000,Environmental & Food Justice,Climate Justice,People's Climate March
-157.846644178573,21.3250785,Honolulu,HI,2017-04-22,1000,U.S. Politics,Scientific Funding,March for Science
-157.846644178573,21.3250785,Honolulu,HI,2017-02-13,4000,U.S. Politics,Education,support raising taxes for school funding
-157.846644178573,21.3250785,Honolulu,HI,2018-01-20,2000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-156.4727118,20.8894101,Kahului,HI,2018-01-20,5000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-155.996933,19.641941,Kailua Kona,HI,2018-01-21,2000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-92.4453179,42.5274123,Cedar Falls,IA,2017-02-05,600,Racial Justice,Immigrant Rights,against the immigration ban
-91.6704053,41.9758872,Cedar Rapids,IA,2018-02-23,500,U.S. Politics,Anti-Budget Cuts,Protesting GOP tax plan
-91.6704053,41.9758872,Cedar Rapids,IA,2017-06-21,6000,U.S. Politics,Politician Support,Thank Iowa for its 2016 electoral support
-91.7857092,43.3033056,Decorah,IA,2018-01-20,700,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-93.6037149,41.5910641,Des Moines,IA,2017-04-22,3000,U.S. Politics,Scientific Funding,March for Science
-93.6037149,41.5910641,Des Moines,IA,2017-04-06,900,U.S. Politics,Education,supporters of school choice programs
-93.6037149,41.5910641,Des Moines,IA,2017-02-16,2250,Racial Justice,Immigrant Rights,Immigrant rights march
-93.6037149,41.5910641,Des Moines,IA,2018-01-20,7000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-91.5299106,41.6612561,Iowa City,IA,2017-02-05,1300,Racial Justice,Immigrant Rights,protest immigration ban
-91.5299106,41.6612561,Iowa City,IA,2018-01-20,1000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-91.5299106,41.6612561,Iowa City,IA,2017-09-07,700,Racial Justice,Immigrant Rights,Protesting Trump's decision to end DACA
-116.200835,43.61656,Boise,ID,2017-04-22,2000,U.S. Politics,Scientific Funding,March for Science
-116.200835,43.61656,Boise,ID,2018-01-21,3000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-116.200835,43.61656,Boise,ID,2017-03-04,3000,Environmental & Food Justice,Environmental Protection,Keep Idaho's public lands under federal management
-112.0400919,43.4935245,Idaho Falls,ID,2017-10-25,550,U.S. Politics,Politician Support,Campaign rally for Tommy Ahlquist
-114.363662,43.680741,Ketchum,ID,2018-01-20,1200,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-117.0002,46.7324,Moscow,ID,2017-02-04,650,Racial Justice,Immigrant Rights,immigration ban
-112.4401098,42.8688613,Pocatello,ID,2017-04-22,500,U.S. Politics,Scientific Funding,March for Science
-116.5532476,48.2765903,Sandpoint,ID,2018-01-20,951,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-88.9937,40.4842,Bloomington,IL,2017-02-11,1000,Women's Rights,Reproductive Rights,Supporting Planned Parenthood
-89.216655,37.7274692,Carbondale,IL,2018-01-20,1000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-88.2433829,40.1164205,Champaign,IL,2017-04-22,5000,U.S. Politics,Scientific Funding,March for Science
-87.6244212,41.8755546,Chicago,IL,2017-04-22,49000,U.S. Politics,Scientific Funding,March for Science
-87.6244212,41.8755546,Chicago,IL,2017-04-15,2900,U.S. Politics,Politician Opposition,demand Trump tax returns
-87.6244212,41.8755546,Chicago,IL,2017-04-29,2000,Environmental & Food Justice,Climate Justice,People's Climate March
-87.6244212,41.8755546,Chicago,IL,2017-08-26,2000,Racial Justice,Anti-Racism,Rally against hate
-87.6244212,41.8755546,Chicago,IL,2017-12-04,1000,U.S. Politics,Anti-Budget Cuts,Protesting GOP tax plan
-87.6244212,41.8755546,Chicago,IL,2017-02-19,2000,U.S. Politics,Politician Opposition,anti-Trump
-87.6244212,41.8755546,Chicago,IL,2017-02-20,1200,U.S. Politics,Politician Opposition,Not My President Day; anti-Trump
-87.6244212,41.8755546,Chicago,IL,2017-02-16,1100,Racial Justice,Immigrant Rights,Against immigration executive order
-87.6244212,41.8755546,Chicago,IL,2018-01-20,300000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-87.6244212,41.8755546,Chicago,IL,2018-01-21,1000,U.S. Politics,Politician Opposition,Protesting Trump administration
-87.6244212,41.8755546,Chicago,IL,2017-06-25,250000,LGBTQ+ Rights,Pride,Pride Parade
-87.6244212,41.8755546,Chicago,IL,2017-06-03,1010,U.S. Politics,Politician Opposition,Demand investigation into Trump-Russia ties
-87.6244212,41.8755546,Chicago,IL,2017-03-03,1000,LGBTQ+ Rights,General Awareness,support LGBTQ
-87.6244212,41.8755546,Chicago,IL,2017-03-08,1000,Women's Rights,General Awareness,A Day Without a Woman
-87.6244212,41.8755546,Chicago,IL,2017-05-01,2000,Workers & Labor Rights,Immigrant Rights,May Day; labor and immigration policies
-87.6244212,41.8755546,Chicago,IL,2017-05-23,2000,Workers & Labor Rights,Living Wages,"against McDonald's, for increase in minimum wage and union rights"
-87.6244212,41.8755546,Chicago,IL,2017-09-04,2000,Workers & Labor Rights,Living Wages,Rally for higher wages
-89.5800978,40.666149,East Peoria,IL,2018-01-20,500,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-88.2811895,42.0372487,Elgin,IL,2018-01-20,800,Racial Justice,Immigrant Rights,Rallying for DREAM Act
-88.1117,41.4039,Elwood,IL,2017-12-19,600,Environmental & Food Justice,Environmental Protection,Protesting new construction proposal
-89.5891008,40.6938609,Peoria,IL,2017-04-22,500,U.S. Politics,Scientific Funding,March for Science
-89.5891008,40.6938609,Peoria,IL,2017-02-11,2500,Women's Rights,Reproductive Rights,Supporting Planned Parenthood
-89.093966,42.2713945,Rockford,IL,2018-01-20,2000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-89.6443688,39.7989763,Springfield,IL,2017-04-22,700,U.S. Politics,Scientific Funding,March for Science
-89.6443688,39.7989763,Springfield,IL,2018-02-28,500,U.S. Politics,Gun Control,Rallying for gun control
-89.6443688,39.7989763,Springfield,IL,2018-01-20,500,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-87.7359,42.1081,Winnekta,IL,2017-07-25,600,U.S. Politics,Anti-Budget Cuts,Protesting cuts to daycare assistance
-87.5711,39.1670396,Bloomington,IN,2017-02-11,1500,Women's Rights,Reproductive Rights,Supoorting Planned Parenthood
-87.5711,37.9716,Evansville,IN,2017-04-22,550,U.S. Politics,Scientific Funding,March for Science
-85.1394,41.0793,Fort Wayne,IN,2018-01-21,500,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-86.1583502,39.7683331,Indianapolis,IN,2017-04-22,6150,U.S. Politics,Scientific Funding,March for Science
-86.1583502,39.7683331,Indianapolis,IN,2017-02-20,650,Environmental & Food Justice,Environmental Protection,Rally for the Trees; in favor of a state Senate bill that would protect specific areas of state forest from logging or tree planting
-86.1583502,39.7683331,Indianapolis,IN,2018-01-20,4000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-86.1583502,39.7683331,Indianapolis,IN,2017-05-01,700,Workers & Labor Rights,Immigrant Rights,May Day; immigrant workers rights
-86.2500066,41.6833813,South Bend,IN,2017-04-22,1128,U.S. Politics,Scientific Funding,March for Science
-95.2359496,38.9719384,Lawrence,KS,2018-01-20,2500,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-96.5717,39.1836,Manhattan,KS,2017-11-14,2000,Racial Justice,Anti-Racism,Protesting racial tensions on campus
-95.677556,39.049011,Topeka,KS,2017-02-25,4000,U.S. Politics,Politician Opposition,anti-Trump; progressive
-95.677556,39.049011,Topeka,KS,2018-01-21,2000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-97.3375448,37.6922361,Wichita,KS,2017-04-22,890,U.S. Politics,Scientific Funding,March for Science
-97.3375448,37.6922361,Wichita,KS,2018-01-20,500,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-84.5086,39.0837,Covington,KY,2017-07-09,500,U.S. Politics,Anti-Budget Cuts,Care Not Cuts
-84.8733,38.2009,Frankfurt,KY,2018-01-25,1000,U.S. Politics,Education,Rallying for educational choice
-85.5644033,38.1942356,Jeffersontown,KY,2017-03-11,600,U.S. Politics,Politician Opposition,protest visit by VP Pence
-84.8966171,38.0372967,Lawrenceburg,KY,2017-02-21,1000,U.S. Politics,Politician Opposition,anti-Trump; outside Sen. Mitch McConnel meeting
-84.4970393,38.0464066,Lexington,KY,2017-02-05,1000,Racial Justice,Immigrant Rights,immigration ban
-84.4970393,38.0464066,Lexington,KY,2018-01-15,2000,Racial Justice,Anti-Racism,March for racial equality
-84.4970393,38.0464066,Lexington,KY,2018-01-20,2000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-84.4970393,38.0464066,Lexington,KY,2017-06-11,560,LGBTQ+ Rights,Pride,Equality March
-85.759407,38.2542376,Louisville,KY,2017-04-23,650,Environmental & Food Justice,Climate Justice,People's Climate March and March for Science
-85.759407,38.2542376,Louisville,KY,2018-01-21,2000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-85.759407,38.2542376,Louisville,KY,2017-03-20,560,U.S. Politics,Health Care,Protest health care repeal
-90.152855,29.984093,Metairie,LA,2017-07-16,700,Other,International Politics,symbolic plebiscite against the Venezuelan president
-89.9750054503052,30.03280175,New Orleans,LA,2017-08-19,2000,Racial Justice,Anti-Racism,Protesting violence/racism in Charlottesville
-89.9750054503052,30.03280175,New Orleans,LA,2018-01-20,15000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-89.9750054503052,30.03280175,New Orleans,LA,2017-07-02,529,U.S. Politics,Politician Opposition,Impeach Trump
-89.9750054503052,30.03280175,New Orleans,LA,2017-05-07,500,Racial Justice,Anti-Racism,against confederate monument
-92.4343035,31.3224044,Pineville,LA,2018-02-03,5600,U.S. Politics,Health Care,March against abortion
-93.7651944,32.5221828,Shreveport,LA,2018-01-20,800,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-72.523143,42.3803676,Amherst,MA,2017-04-22,1000,U.S. Politics,Scientific Funding,March for Science
-71.1408776,42.65717,Andover,MA,2018-02-16,700,U.S. Politics,Gun Control,Protesting gun violence in the wake of school shooting
-71.5897897,42.5612021,Ayer,MA,2018-01-20,500,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-71.0595678,42.3604823,Boston,MA,2017-04-29,2000,Environmental & Food Justice,Climate Justice,People's Climate March
-71.0595678,42.3604823,Boston,MA,2017-04-22,1450,U.S. Politics,Scientific Funding,March for Science
-71.0595678,42.3604823,Boston,MA,2017-08-19,50000,Racial Justice,Anti-Racism,Fight Supremacy! Boston Counter-Protest & Resistance Rally
-71.0595678,42.3604823,Boston,MA,2017-08-15,500,Religious & Cultural Justice,Against Anti-Semitism,Protesting vandalism at Holocaust memorial
-71.0595678,42.3604823,Boston,MA,2017-12-10,630,U.S. Politics,Anti-Budget Cuts,Protesting GOP tax plan
-71.0595678,42.3604823,Boston,MA,2017-12-17,555,Other,International Politics,Protesting Trump's decision to recognize Jerusalem as the capital of Israel
-71.0595678,42.3604823,Boston,MA,2017-02-19,5000,Environmental & Food Justice,General Awareness,"pro-science, pro-environment"
-71.0595678,42.3604823,Boston,MA,2017-05-20,4000,U.S. Politics,Anti-Budget Cuts,protesting eductaion cuts in Trump's budget
-71.0595678,42.3604823,Boston,MA,2017-11-13,1200,Women's Rights,Anti-Sexual Violence,Protesting sexual assault allegations against teachers
-71.0595678,42.3604823,Boston,MA,2017-11-18,1000,Racial Justice,Anti-Racism,Counter-protest
-71.0595678,42.3604823,Boston,MA,2017-09-16,7600,U.S. Politics,Health Care,Cannabis rally
-71.0595678,42.3604823,Boston ,MA,2017-11-08,4000,U.S. Politics,Politician Opposition,Screaming protest 
-71.1056157,42.3750997,Cambridge,MA,2017-04-15,1000,U.S. Politics,Politician Opposition,demand Trump tax returns
-71.1056157,42.3750997,Cambridge,MA,2018-01-20,10000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-72.6006199,42.5877962,Greenfield,MA,2017-04-29,500,Environmental & Food Justice,Climate Justice,People's Climate March
-72.6006199,42.5877962,Greenfield,MA,2018-01-20,500,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-71.8634062,42.3517586,Holden,MA,2018-02-25,1100,U.S. Politics,Gun Control,Protesting gun violence in the wake of school shooting
-72.6306344,42.3190227,Northampton,MA,2018-01-20,2000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-71.0994968,42.3875968,Somerville,MA,2017-08-16,798,Racial Justice,Anti-Racism,Our Ville Stands with Your Ville: Charlottesville Vigil
-71.2358004,42.3756401,Waltham,MA,2017-05-15,600,Racial Justice,Anti-Racism,against racist instagram comments by fellow student
-76.610759,39.2908816,Baltimore,MD,2018-01-20,2000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-77.0141419981481,38.78343595,National Harbor,MD,2018-02-22,2000,U.S. Politics,Politician Support,Vice President Pence rallies for GOP legislative control
-69.779663,44.310583,Augusta,ME,2017-04-29,2000,Environmental & Food Justice,Climate Justice,People's Climate March
-69.779663,44.310583,Augusta,ME,2018-01-20,4500,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-68.7712,44.8016,Bangor,ME,2018-01-20,1000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-68.7712,44.8016,Bangor,ME,2017-05-06,800,Other,Other,suicide awareness
-70.736847,43.088448,Kittery,ME,2017-08-19,500,Racial Justice,Anti-Racism,Protesting racism; white supremacy
-70.2568,43.6591,Portland,ME,2017-04-22,1000,U.S. Politics,Scientific Funding,March for Science
-70.2568,43.6591,Portland,ME,2017-08-20,1200,Racial Justice,Anti-Racism,Protesting racism; white supremacy
-70.2568,43.6591,Portland,ME,2017-02-01,1250,Racial Justice,Immigrant Rights,"end the ""Muslim ban"""
-83.7312291,42.2681569,Ann Arbor,MI,2017-04-22,8400,U.S. Politics,Scientific Funding,March for Science
-83.7312291,42.2681569,Ann Arbor,MI,2017-04-15,2000,U.S. Politics,Politician Opposition,demand Trump tax returns
-83.7312291,42.2681569,Ann Arbor,MI,2018-01-20,4000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-83.0567375,42.3486635,Detroit,MI,2017-04-22,3000,U.S. Politics,Scientific Funding,March for Science
-83.0567375,42.3486635,Detroit,MI,2017-04-04,500,Racial Justice,Equal Pay & Opportunity,"Fight Racisim, Raise Pay"
-83.0567375,42.3486635,Detroit,MI,2017-02-11,650,Women's Rights,Reproductive Rights,Supporting Planned Parenthood
-83.0567375,42.3486635,Detroit,MI,2017-07-22,1000,U.S. Politics,Education,National March for Public Education
-83.0567375,42.3486635,Detroit,MI,2017-10-27,700,Racial Justice,Immigration Rights,Protesting new Trump immigration ban
-86.2005933,42.6433584,Douglas,MI,2018-01-21,1000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-84.4852469,42.7355416,East Lansing,MI,2018-01-26,500,Women's Rights,Anti-Sexual Violence,Rallying for sexual assault survivors
-85.6678639,42.9632405,Grand Rapids,MI,2017-02-16,1500,Racial Justice,Immigrant Rights,Immigrant Rights
-85.6678639,42.9632405,Grand Rapids,MI,2017-02-11,750,Women's Rights,Reproductive Rights,Supporting Planned Parenthood
-85.6678639,42.9632405,Grand Rapids,MI,2017-05-01,3000,Workers & Labor Rights,Immigrant Rights,May Day; Trump immigration policies
-88.5694000,47.1211000,Houghton,MI,2018-01-21,500,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-85.5872286,42.291707,Kalamazoo,MI,2018-01-21,3000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-84.5553805,42.7337712,Lansing,MI,2017-04-22,2500,U.S. Politics,Scientific Funding,March for Science
-84.5553805,42.7337712,Lansing,MI,2018-02-25,2000,U.S. Politics,Anti-Budget Cuts,Protesting GOP tax plan;
-84.5553805,42.7337712,Lansing,MI,2018-01-21,7300,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-86.452725,43.95544,Ludington,MI,2017-07-03,2000,Environmental & Food Justice,Environmental Protection,All Hands on Deck in solidarity against threats to the lake
-87.396433,46.5434914,Marquette,MI,2018-01-21,2000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-84.2472117,43.6155825,Midland,MI,2017-04-22,500,U.S. Politics,Scientific Funding,March for Science
-84.95533,45.373343,Petoskey,MI,2017-04-22,500,U.S. Politics,Scientific Funding,March for Science
-83.2910468,42.6389216,Pontiac,MI,2017-02-16,500,Racial Justice,Immigrant Rights,Immigrant Rights
-85.6165301,44.7606441,Traverse City,MI,2017-04-29,1000,Environmental & Food Justice,Climate Justice,People's Climate March
-85.6165301,44.7606441,Traverse City,MI,2018-01-20,4500,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-93.3204872,44.8322405,Bloomington,MN,2017-08-08,1000,Religious & Cultural Justice,Anti-Islamophobia,denounce attack on mosque; anti-hate
-92.1251218,46.7729322,Duluth,MN,2017-04-22,1000,U.S. Politics,Scientific Funding,March for Science
-92.9851372,45.2791076,Forest Lake,MN,2017-05-09,1300,Other,Pro-Police,protest against city vote to disband police force
-93.2654692,44.9772995,Minneapolis,MN,2017-08-14,1000,Racial Justice,Anti-Racism,Protesting violence/racism in Charlottesville
-93.2654692,44.9772995,Minneapolis,MN,2017-02-18,800,Racial Justice,Immigrant Rights,Immigrant Rights
-93.2654692,44.9772995,Minneapolis,MN,2017-06-25,20000,LGBTQ+ Rights,Pride,Twin Cities Pride parade
-93.2654692,44.9772995,Minneapolis,MN,2017-06-16,2450,Racial Justice,Anti-Police Brutality,Officer Yanez found not guilty for murder of Philando Castille
-92.4630215,44.0233269,Rochester,MN,2017-04-22,900,U.S. Politics,Scientific Funding,March for Science
-93.1015026,44.9504037,St. Paul,MN,2017-04-22,27100,U.S. Politics,Scientific Funding,March for Science
-93.1015026,44.9504037,St. Paul,MN,2017-02-11,5500,Women's Rights,Reproductive Rights,Supporting Planned Parenthood
-93.1015026,44.9504037,St. Paul,MN,2017-02-16,600,Racial Justice,Immigrant Rights,Immigrant rights march
-93.1015026,44.9504037,St. Paul,MN,2018-01-21,2500,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-93.1015026,44.9504037,St. Paul,MN,2017-06-16,1450,Racial Justice,Anti-Police Brutality,Oppose acquital of Officer Jeronimo Yanez
-93.1015026,44.9504037,St. Paul,MN,2017-06-17,785,Racial Justice,Anti-Police Brutality,Oppose acquital of Officer Jeronimo Yanez
-92.3337366,38.951883,Columbia,MO,2017-04-22,785,U.S. Politics,Scientific Funding,March for Science
-92.3337366,38.951883,Columbia,MO,2018-01-20,2000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-92.2149827,38.769879,Jefferson City,MO,2018-01-27,1000,U.S. Politics,Health Care,Protesting abortion
-94.5408358,39.0997000,Kansas City,MO,2017-04-22,1460,U.S. Politics,Scientific Funding,March for Science
-94.5408358,39.0997000,Kansas City,MO,2017-08-20,500,Racial Justice,Anti-Racism,Protestig racism; white supremacy
-93.2920373,37.2166779,Springfield,MO,2017-04-22,1000,U.S. Politics,Scientific Funding,March for Science
-93.2920373,37.2166779,Springfield,MO,2017-08-30,2000,U.S. Politics,Politician Opposition,The People's Protest to oppose visit by President Trump
-90.1978889,38.6272733,St. Louis,MO,2017-04-22,2000,U.S. Politics,Scientific Funding,March for Science
-90.1978889,38.6272733,St. Louis,MO,2017-02-11,3000,Women's Rights,Reproductive Rights,Supporting Planned Parenthood
-90.1978889,38.6272733,St. Louis,MO,2017-02-26,1500,LGBTQ+ Rights,General Awareness,pro-LGBTQ rights
-90.1978889,38.6272733,St. Louis,MO,2018-01-20,5000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-90.1978889,38.6272733,St. Louis,MO,2017-06-03,537,U.S. Politics,Politician Opposition,Demand investigation into Trump-Russia ties
-90.1978889,38.6272733,St. Louis,MO,2017-10-08,1000,Racial Justice,Anti-Police Brutality,Remembering 3 year anniversary of police shooting of area man
-90.1978889,38.6272733,St. Louis,MO,2017-09-16,1000,Racial Justice,Anti-Police Brutality,Protesting Jason Stockley's acquittal
-90.1978889,38.6272733,St. Louis,MO,2017-09-17,1000,Racial Justice,Anti-Police Brutality,protesting acquittal of ex-police officer Jason Stockley
-90.1978889,38.6272733,St. Louis,MO,2017-09-18,1000,Racial Justice,Anti-Police Brutality,Protesting acquittal of Jason Stockley
-90.1978889,38.6272733,St. Louis,MO,2017-09-14,600,Racial Justice,Immigrant Rights,Protect International Student Workers
-90.0368000,32.6126000,Canton,MS,2017-03-04,2000,Workers & Labor Rights,General Awareness,pro worker's unions
-90.1848000,32.298800,Jackson,MS,2017-12-09,2000,U.S. Politics,Politician Opposition,Rallying for museum's opening and opposing Trump's visit
-90.1848000,32.298800,Jackson,MS,2018-01-23,1000,U.S. Politics,Education,Rallying for educational choice
-111.044675,45.679984,Bozeman,MT,2017-04-22,560,U.S. Politics,Scientific Funding,March for Science
-111.044675,45.679984,Bozeman,MT,2018-01-20,1300,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-111.2918908,47.5048851,Great Falls,MT,2018-01-20,1000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-114.154332,46.248886,Hamilton,MT,2017-04-21,600,U.S. Politics,Politician Support,Rally for house candidate Gianforte
-112.036109,46.592712,Helena,MT,2017-04-22,600,U.S. Politics,Scientific Funding,March for Science
-112.036109,46.592712,Helena,MT,2018-01-20,2000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-114.3167117,48.2022563,Kalispell,MT,2018-01-20,700,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-113.9952796,46.8700801,Missoula,MT,2018-01-20,3000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-113.9952796,46.8700801,Missoula,MT,2017-05-20,3500,U.S. Politics,Politician Support,Bernie Sanders' rally for Rob Quist
-82.5540161,35.6009498,Asheville,NC,2017-04-22,2000,U.S. Politics,Scientific Funding,March for Science
-82.5540161,35.6009498,Asheville,NC,2018-01-20,3000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-78.7811925,35.7882973,Cary,NC,2018-02-28,2000,U.S. Politics,Gun Control,against gun violence; pro-gun control
-79.05578,35.9131542,Chapel Hill,NC,2017-08-22,800,Racial Justice,Anti-Racism,"Call for removal of confederate statue ""silent Sam"""
-80.8431268,35.2270869,Charlotte,NC,2017-04-22,1000,U.S. Politics,Scientific Funding,March for Science
-80.8431268,35.2270869,Charlotte,NC,2017-12-02,2000,U.S. Politics,Health Care,Pro-Life protest
-80.8431268,35.2270869,Charlotte,NC,2017-02-16,7500,Racial Justice,Immigrant Rights,Immigrant rights march
-80.8431268,35.2270869,Charlotte,NC,2018-01-20,5000,Women's Rights,General Awareness,Empower Voters to Support Women's Rights
-80.8431268,35.2270869,Charlotte,NC,2017-06-10,600,U.S. Politics,Health Care,Men against abortion
-79.7919754,36.0726355,Greensboro,NC,2017-04-22,1000,U.S. Politics,Scientific Funding,March for Science
